ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,VPH_PISODT,VPH_PISOTI,PROM_OCUP,P_TOTAL,P15PRI_IN,P15PRI_CO,P15SEC_CO,P15SEC_IN,P18YM_PB
19,Nuevo León,005,Anáhuac,0504,Casa Blanca,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0507,Abel Guajardo,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0508,Abel Guajardo,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0509,Capilla San Isidro,1,2,3.67,11,3,2,0,0,0
19,Nuevo León,005,Anáhuac,0523,Carmelitas,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0528,Cazadores,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0529,Isidro Ochoa Adame,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0533,El Porvenir,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0537,El Treinta y Seis,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0541,Los Ángeles,4,2,1.33,8,4,2,0,0,0
19,Nuevo León,005,Anáhuac,0542,El Reflejo (Rancho Nuevo),*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0547,Los Pericos,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0550,Miguel González,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0552,Las Palmeras,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0554,Sarabia,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0555,Los Terrazas,*,*,*,7,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0556,Los Hernández,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0563,José Quintero,4,0,2,8,5,2,0,1,0
19,Nuevo León,005,Anáhuac,0569,Los Pérez,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0578,Los Treviño,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0581,José Ángel Marchan,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0582,Jesús Armando Chapa,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0583,Eleuterio Saucedo,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0584,Genaro Chapa,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0586,Gonzalo Gómez,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0587,Juan Antonio Chapa,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0589,Juan García,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0597,Raúl Dávila,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0599,Perfecto López,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0602,Cirilo López,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0603,El Sacrificio,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0606,San Edgardo,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0607,Santa Mónica,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0608,El Porvenir,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0609,José María González,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0618,Mercedes Cruz,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0622,Simón Garza,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0623,Octaviano Segura,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0625,Nicanor Partida Hernández,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0636,Santa Virginia,*,*,*,7,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0645,Miguel Mejía,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0647,El Recuerdo,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0654,Macario Morales,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0659,San Diego (La Querencia),*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0660,San Juan,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0668,Ascensión López,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0674,Los Murillo,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0680,Juan Antonio Elizalde,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0687,El Chapul,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0691,Eloy Cárdenas,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0692,Juan Salazar,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0693,Guadalupe López,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0694,El Árbol de la Fe,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0696,Esther Garza,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0698,La Fe (Irma Álvarez),*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0702,Antonia Salazar,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0705,Jaime Frías,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0711,Los Nogales,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0712,Lorenzo Segura,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0714,Arturo Domínguez,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0715,Agustín Jiménez,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0716,El Chivo,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0719,El Ramireño,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0722,Rebeca Leos,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0729,Seis Hermanas,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0730,Juan Vázquez,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0734,Las Comas,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0737,Pedro Portales (La Palma),*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0739,Lorenzo Roque,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0741,Lucía Acosta,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0746,Natividad Lozano,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0755,Los Magueyes,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0758,El Recuerdo,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0770,Petra Carrizales,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0783,San Simón,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0787,Mario Palau,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0790,La Loma,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0796,Antonio Lozano,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0797,San Rafael,*,*,*,11,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0801,Alejandra Muñiz,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0803,Antonio Gaytán,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0807,El Nogal,*,*,*,7,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0812,Conrado Sepúlveda,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0814,Los Chapa,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0828,Juan José Jaime,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0830,Lorenzo Rodríguez,*,*,*,9,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0831,Alberto R. Carrera,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0835,Estanislao Sifuentes,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0839,Gerónimo Domínguez,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0840,San Isidro,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0841,Isaac Carmen González,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0843,Juan Vázquez,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0844,La Ilusión,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0848,Santa Teresa,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0858,La Palma,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0859,Lázaro Cárdenas,12,2,3.57,50,14,7,6,2,6
19,Nuevo León,005,Anáhuac,0861,Javajual,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0862,Tres mas Uno,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0864,San Francisco,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0865,San Marcos,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0867,José Ángel Tamez,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0870,Lázaro Torres,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0875,El Capricho,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0878,Efraín Martínez,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0879,Genaro Pérez,*,*,*,7,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0880,Guadalupe Nava,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0882,Jorge Cantú,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0883,Pedro Rendón,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0884,Lupe Cavazos,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0893,La Vidriera,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0894,El Refugio Dos (San Juan),*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0897,El Chapote,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0900,Alverando Flores,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0902,Domínguez,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0903,Homero Partida Hernández,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0905,Agua de Vida,*,*,*,6,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0907,Arturo Garza,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0910,Conrado Olivares,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0918,Gil Garza,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0919,Guadalupe Torres,*,*,*,7,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0920,Juan Sepúlveda,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0921,Las Mariaelenas,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0923,El Poder Ranch,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0924,El Porvenir,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0934,Cruz Villegas,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0941,Gabino Aranda,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0957,Martha Moncada,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0964,Sergio Reséndez,*,*,*,5,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0976,Los Girasoles,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0979,Ricardo González,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0983,Pedro Martínez,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0990,Santa Anita,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0992,Astro [Gasolinera],*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,1020,Jaime Valdez,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,1036,Emanuel,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,1037,El Girasol,*,*,*,1,*,*,*,*,*
19,Nuevo León,005,Anáhuac,1038,Ramírez,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,1039,Entronque a las Tortillas,*,*,*,2,*,*,*,*,*
19,Nuevo León,005,Anáhuac,1048,Mariano Cordero,*,*,*,4,*,*,*,*,*
19,Nuevo León,005,Anáhuac,1049,El Reparo,*,*,*,3,*,*,*,*,*
19,Nuevo León,005,Anáhuac,1054,Santiago,*,*,*,2,*,*,*,*,*
19,Nuevo León,006,Apodaca,0000,Total del Municipio,127409,1428,3.93,523370,15582,34931,109865,15545,149408
19,Nuevo León,006,Apodaca,9998,Localidades de una vivienda,23,3,*,100,8,20,16,4,9
19,Nuevo León,006,Apodaca,9999,Localidades de dos viviendas,16,0,*,51,4,10,6,0,19
19,Nuevo León,006,Apodaca,0001,Ciudad Apodaca,113320,1141,3.96,467157,14205,31636,97873,13934,134883
19,Nuevo León,006,Apodaca,0005,Agua Fría,161,8,4.06,733,56,90,111,54,150
19,Nuevo León,006,Apodaca,0036,El Corrientón (Materiales Alianza),*,*,*,1,*,*,*,*,*
19,Nuevo León,006,Apodaca,0039,Chapingo,*,*,*,1,*,*,*,*,*
19,Nuevo León,006,Apodaca,0064,El Oasis (La Isabelita),*,*,*,5,*,*,*,*,*
19,Nuevo León,006,Apodaca,0078,Loma la Paz,1214,19,4.43,5629,228,569,1568,213,460
19,Nuevo León,006,Apodaca,0116,San Andrés,*,*,*,7,*,*,*,*,*
19,Nuevo León,006,Apodaca,0133,Santa Rosa,2641,158,3.51,9880,271,627,2060,218,2815
19,Nuevo León,006,Apodaca,0139,El Venado (Grupo Libra),*,*,*,6,*,*,*,*,*
19,Nuevo León,006,Apodaca,0155,Oscar Elizondo Flores,*,*,*,3,*,*,*,*,*
19,Nuevo León,006,Apodaca,0172,El Llanito,*,*,*,15,*,*,*,*,*
19,Nuevo León,006,Apodaca,0174,Campestre Huinalá,521,1,3.66,2000,30,61,325,34,713
19,Nuevo León,006,Apodaca,0176,Catorce de Marzo,*,*,*,1,*,*,*,*,*
19,Nuevo León,006,Apodaca,0178,Los Chapa (Sonia),*,*,*,3,*,*,*,*,*
19,Nuevo León,006,Apodaca,0179,El Corrientón,*,*,*,9,*,*,*,*,*
19,Nuevo León,006,Apodaca,0185,Los Ébanos,*,*,*,2,*,*,*,*,*
19,Nuevo León,006,Apodaca,0187,Patricio Zambrano (Los Leones),5,1,3.83,23,2,8,2,1,3
19,Nuevo León,006,Apodaca,0192,El Giro,*,*,*,5,*,*,*,*,*
19,Nuevo León,006,Apodaca,0193,San Jerónimo (La Hacienda),4,0,2,8,2,2,1,0,0
19,Nuevo León,006,Apodaca,0198,Caballerizas,3,0,4,12,0,5,0,0,1
19,Nuevo León,006,Apodaca,0204,La Labor de la Virgen,3,0,3,9,1,1,0,0,1
19,Nuevo León,006,Apodaca,0216,Overpass,*,*,*,5,*,*,*,*,*
19,Nuevo León,006,Apodaca,0220,Ninguno,*,*,*,4,*,*,*,*,*
19,Nuevo León,006,Apodaca,0228,Nueva Santa Rosa,3,0,4.33,13,2,4,1,2,0
19,Nuevo León,006,Apodaca,0239,Santa Beva (San Fernando),4,0,2.50,10,1,0,5,0,0
19,Nuevo León,006,Apodaca,0242,Santa Julia,*,*,*,4,*,*,*,*,*
19,Nuevo León,006,Apodaca,0243,Entronque Laredo-Salinas Victoria,431,0,4.05,2758,112,238,893,105,579
19,Nuevo León,006,Apodaca,0246,Los Nuevos Vergeles,*,*,*,10,*,*,*,*,*
19,Nuevo León,006,Apodaca,0252,El Centenario,*,*,*,2,*,*,*,*,*
19,Nuevo León,006,Apodaca,0258,Los Olivos,*,*,*,6,*,*,*,*,*
19,Nuevo León,006,Apodaca,0288,Barretales,*,*,*,1,*,*,*,*,*
19,Nuevo León,006,Apodaca,0294,La Escondida,4,0,5.50,22,4,1,3,6,0
19,Nuevo León,006,Apodaca,0295,La Escondida Dos,*,*,*,6,*,*,*,*,*
19,Nuevo León,006,Apodaca,0304,El Rodeo,3,0,4,12,2,3,1,1,1
19,Nuevo León,006,Apodaca,0307,La Encantada,*,*,*,4,*,*,*,*,*
19,Nuevo León,006,Apodaca,0313,El Diario,*,*,*,4,*,*,*,*,*
19,Nuevo León,006,Apodaca,0318,Guajardo,*,*,*,4,*,*,*,*,*
19,Nuevo León,006,Apodaca,0327,Santa Rosa [Lienzo Charro],*,*,*,2,*,*,*,*,*
19,Nuevo León,006,Apodaca,0329,Artemio Treviño,400,14,4.21,1756,134,199,429,98,138
19,Nuevo León,006,Apodaca,0331,Ninguno,*,*,*,4,*,*,*,*,*
19,Nuevo León,006,Apodaca,0340,El Venado,*,*,*,5,*,*,*,*,*
19,Nuevo León,006,Apodaca,0343,El Terrero,*,*,*,5,*,*,*,*,*
19,Nuevo León,006,Apodaca,0358,Mariana,*,*,*,2,*,*,*,*,*
19,Nuevo León,006,Apodaca,0360,San Francisco,*,*,*,4,*,*,*,*,*
19,Nuevo León,006,Apodaca,0366,Teresita,4,0,6.50,26,3,4,4,1,1
19,Nuevo León,006,Apodaca,0378,Las Peñas,*,*,*,6,*,*,*,*,*
19,Nuevo León,006,Apodaca,0379,Prados de Santa Rosa,2420,39,3.83,9626,245,524,1776,281,2734
19,Nuevo León,006,Apodaca,0383,Ex-Hacienda de Santa Rosa,2,1,2,6,2,3,1,0,0
19,Nuevo León,006,Apodaca,0384,El Flaco,*,*,*,2,*,*,*,*,*
19,Nuevo León,006,Apodaca,0385,Fraccionamiento Cosmópolis Octavo Sector,819,4,3.61,2996,42,157,619,74,908
19,Nuevo León,006,Apodaca,0387,San Julián,*,*,*,2,*,*,*,*,*
19,Nuevo León,006,Apodaca,0388,Ex-Hacienda Santa Rosa,2640,11,3.49,9485,77,213,1333,186,3818
19,Nuevo León,006,Apodaca,0389,Fraccionamiento Misión de San Javier,605,18,3.97,2655,40,133,542,151,455
19,Nuevo León,006,Apodaca,0392,Misión San Pablo,2089,8,3.60,8174,111,418,2285,181,1584
19,Nuevo León,006,Apodaca,0396,Ninguno,*,*,*,3,*,*,*,*,*
19,Nuevo León,006,Apodaca,0400,El Zopilote,*,*,*,2,*,*,*,*,*
19,Nuevo León,006,Apodaca,0402,Radica,34,0,2.83,102,0,2,2,0,64
19,Nuevo León,006,Apodaca,0403,Triana,34,0,2.97,101,0,1,8,1,59
19,Nuevo León,006,Apodaca,0404,Valle Azul,*,*,*,6,*,*,*,*,*
19,Nuevo León,006,Apodaca,0405,Las Cruces,6,2,2.88,26,0,2,1,0,13
19,Nuevo León,007,Aramberri,0000,Total del Municipio,3436,603,3.82,15470,2902,2173,2140,421,1569
19,Nuevo León,007,Aramberri,9998,Localidades de una vivienda,29,19,*,171,33,35,18,5,10
19,Nuevo León,007,Aramberri,9999,Localidades de dos viviendas,24,28,*,213,47,31,23,3,7
19,Nuevo León,007,Aramberri,0001,Aramberri,617,55,3.77,2538,331,260,371,48,558
19,Nuevo León,007,Aramberri,0002,Agua Delgada,31,4,5.46,191,37,31,7,3,0
19,Nuevo León,007,Aramberri,0003,El Alamar,11,4,4.67,70,19,8,0,1,0
19,Nuevo León,007,Aramberri,0004,Álamos,1,14,4.87,73,23,7,3,2,2
19,Nuevo León,007,Aramberri,0005,La Aldea,44,14,4.31,250,43,29,35,14,11
19,Nuevo León,007,Aramberri,0006,La Angostura,3,1,2.50,10,4,3,1,0,0
19,Nuevo León,007,Aramberri,0007,Las Ánimas (Presa de las Ánimas),46,5,3.90,199,46,34,18,11,6
19,Nuevo León,007,Aramberri,0008,La Ascención,703,51,3.74,2823,326,288,458,65,554
19,Nuevo León,007,Aramberri,0009,El Beso,*,*,*,9,*,*,*,*,*
19,Nuevo León,007,Aramberri,0010,La Boquilla,4,5,3.22,29,12,5,3,0,0
19,Nuevo León,007,Aramberri,0011,La Gota,*,*,*,2,*,*,*,*,*
19,Nuevo León,007,Aramberri,0012,La Caballada,30,11,3.95,162,36,23,22,3,4
19,Nuevo León,007,Aramberri,0013,Cañón de Vacas (El Jardín),25,3,4.18,117,19,25,9,8,0
19,Nuevo León,007,Aramberri,0014,La Carpintería,26,4,3.30,99,22,12,15,7,5
19,Nuevo León,007,Aramberri,0015,El Carrizalillo,6,3,4.78,43,10,9,5,0,0
19,Nuevo León,007,Aramberri,0017,Dolores Palmita,13,3,4.06,65,23,13,3,0,0
19,Nuevo León,007,Aramberri,0019,La Escondida,96,4,3.64,364,82,51,57,3,36
19,Nuevo León,007,Aramberri,0020,La Esperanza,24,4,3.39,95,26,8,16,4,10
19,Nuevo León,007,Aramberri,0022,Rancho Nuevo (Las Hornillas),20,10,4.50,135,21,18,17,8,8
19,Nuevo León,007,Aramberri,0024,Ibarrilla (Rincón de Ibarrilla),26,3,3.55,103,28,33,6,2,0
19,Nuevo León,007,Aramberri,0025,Ignacio Zaragoza,5,23,3.43,96,32,8,11,3,2
19,Nuevo León,007,Aramberri,0026,Hoya de Bocacelly,19,4,3.43,79,26,15,7,1,0
19,Nuevo León,007,Aramberri,0027,Joyas y Anteojitos,35,7,3.24,136,42,25,10,0,0
19,Nuevo León,007,Aramberri,0028,Laguna de Bocacelly,12,3,3.33,50,17,6,6,0,1
19,Nuevo León,007,Aramberri,0029,Lagunita (Lagunita de los Cerda),0,3,7.33,22,3,3,6,0,1
19,Nuevo León,007,Aramberri,0031,Lampacitos,45,3,4.21,202,67,29,21,7,1
19,Nuevo León,007,Aramberri,0033,Marmolejo,16,1,5.53,94,19,16,9,5,1
19,Nuevo León,007,Aramberri,0034,Milpillas,29,11,3.35,134,32,21,17,5,1
19,Nuevo León,007,Aramberri,0036,El Nacimiento,4,10,4.36,61,20,14,6,0,1
19,Nuevo León,007,Aramberri,0037,Los Nogales,23,2,4.28,107,15,11,15,2,11
19,Nuevo León,007,Aramberri,0039,El Porvenir,9,1,3.30,33,15,2,5,0,1
19,Nuevo León,007,Aramberri,0040,Potrero del Padre (Lagunita de González),0,11,4.18,46,7,9,3,2,1
19,Nuevo León,007,Aramberri,0041,Potrero de Zamora,16,3,3.74,71,21,11,10,2,2
19,Nuevo León,007,Aramberri,0042,Las Presas,20,1,4.19,88,13,21,5,1,5
19,Nuevo León,007,Aramberri,0043,Puerto Bajo,19,2,3.24,68,20,6,15,1,9
19,Nuevo León,007,Aramberri,0044,Puerto Carretas,23,4,4.04,109,26,13,13,1,3
19,Nuevo León,007,Aramberri,0045,Rancho Nuevo,14,6,4,80,21,10,14,3,3
19,Nuevo León,007,Aramberri,0046,El Realito (La Parrita),34,1,3.69,129,13,15,22,0,16
19,Nuevo León,007,Aramberri,0047,La Reforma,14,3,3.88,66,12,4,13,4,6
19,Nuevo León,007,Aramberri,0048,El Refugio (Refugio de Texas),15,7,4.05,89,23,8,8,8,2
19,Nuevo León,007,Aramberri,0049,El Rincón de Jesús,10,7,3.65,62,19,16,6,1,1
19,Nuevo León,007,Aramberri,0051,Poblado el Río (El Sabinito),5,1,3.67,22,5,2,0,0,0
19,Nuevo León,007,Aramberri,0052,El Rodeo,6,4,3.60,36,12,8,5,1,1
19,Nuevo León,007,Aramberri,0053,El Rucio,27,7,3.56,121,33,20,13,2,1
19,Nuevo León,007,Aramberri,0054,El Sacramento,17,4,3.76,79,17,15,10,3,3
19,Nuevo León,007,Aramberri,0055,Salitrillo,9,1,5.30,53,13,9,2,2,0
19,Nuevo León,007,Aramberri,0056,San Bartolo,*,*,*,6,*,*,*,*,*
19,Nuevo León,007,Aramberri,0057,Sandia el Chico,*,*,*,3,*,*,*,*,*
19,Nuevo León,007,Aramberri,0058,Sandia (Sandia el Grande),228,23,3.96,995,191,156,168,30,77
19,Nuevo León,007,Aramberri,0059,San Isidro,42,2,4.25,187,33,33,31,10,8
19,Nuevo León,007,Aramberri,0060,San Joaquín de Soto,61,5,3.91,258,61,43,43,9,6
19,Nuevo León,007,Aramberri,0061,San José del Jilguero,12,5,3.12,53,18,12,2,0,0
19,Nuevo León,007,Aramberri,0062,San Juan de Avilés,35,4,3.56,139,30,26,23,3,9
19,Nuevo León,007,Aramberri,0063,San Juanito de Reséndiz,21,7,2.93,82,28,16,13,0,2
19,Nuevo León,007,Aramberri,0064,San Juanito de Solís,14,1,3.60,54,11,12,3,0,6
19,Nuevo León,007,Aramberri,0065,Puentes (San Juan y Puentes),69,6,3.91,293,59,57,61,10,22
19,Nuevo León,007,Aramberri,0067,San Rafael de los Cortez (Las Cruces),9,3,3.83,46,16,9,5,1,1
19,Nuevo León,007,Aramberri,0068,San Rafael del Llano,36,1,3.65,135,25,20,21,11,15
19,Nuevo León,007,Aramberri,0069,Santa Cruz,2,1,7,21,5,1,2,1,3
19,Nuevo León,007,Aramberri,0070,El Saucillo,1,6,2.71,19,12,1,2,0,0
19,Nuevo León,007,Aramberri,0071,El Sauz,*,*,*,8,*,*,*,*,*
19,Nuevo León,007,Aramberri,0073,La Soledad (Rusia),111,11,3.60,439,93,77,54,15,30
19,Nuevo León,007,Aramberri,0074,El Tejocote,12,0,3.42,41,18,6,1,1,1
19,Nuevo León,007,Aramberri,0075,El Tigre,*,*,*,3,*,*,*,*,*
19,Nuevo León,007,Aramberri,0076,La Trinidad,140,25,3.74,621,110,88,111,29,16
19,Nuevo León,007,Aramberri,0077,La Victoria (Los Ángeles),34,2,3.81,137,32,38,23,0,2
19,Nuevo León,007,Aramberri,0078,Las Virgenes,8,1,3.78,34,10,7,3,0,1
19,Nuevo León,007,Aramberri,0079,Yerbaniz,2,1,3.33,10,2,2,3,1,0
19,Nuevo León,007,Aramberri,0081,San Enrique (Los Mendoza),3,0,4,12,3,0,3,1,0
19,Nuevo León,007,Aramberri,0083,San Rafael de la Angostura (La Cueva),*,*,*,1,*,*,*,*,*
19,Nuevo León,007,Aramberri,0084,El Jilguero,10,0,2.60,26,6,4,1,0,0
19,Nuevo León,007,Aramberri,0085,La Canoa,11,2,3.92,51,12,11,2,0,1
19,Nuevo León,007,Aramberri,0088,Las Delicias,*,*,*,3,*,*,*,*,*
19,Nuevo León,007,Aramberri,0089,Puerto Rincón de Jesús,*,*,*,4,*,*,*,*,*
19,Nuevo León,007,Aramberri,0090,Ojo de Agua,5,1,4.33,26,6,6,2,1,1
19,Nuevo León,007,Aramberri,0091,San Antonio,0,6,3.17,19,4,4,1,0,0
19,Nuevo León,007,Aramberri,0096,La Mora,4,0,2,8,4,3,0,0,0
19,Nuevo León,007,Aramberri,0097,La Reforma,5,0,3.60,18,3,3,0,0,0
19,Nuevo León,007,Aramberri,0098,Esquivel,*,*,*,4,*,*,*,*,*
19,Nuevo León,007,Aramberri,0101,Lagunitas,*,*,*,5,*,*,*,*,*
